Bank Branch,Credit Verification Status,Default Flag,Description,Grade,Late Payment Flag,Loan Id,Loan Status,Loan SubType,Loan Type,Member Id,Origination Date,State,Sub Grade,Zip Code,Amort Term,Deposit Balance Month End,FICO Score,Interest Rate,IR,Origination Amount,Received Principal
12,Source Verified,,Oct 30 Day,B,On-Time,68502,Current,Business & Commercial,Business Banking,8116851,2/27/2019 12:00:00 AM,FL,B5,32220,335,0,592,6.5,0.065,104422,101429.49
12,Source Verified,,Oct 30 Day,B,On-Time,68503,Current,Business & Commercial,Business Banking,8116803,1/30/2019 12:00:00 AM,FL,B5,32220,335,0,592,12,0.12,26106,25815.65
12,Source Verified,,Oct 30 Day,B,On-Time,68930,Current,Business & Commercial,Business Banking,7027652,8/30/2019 12:00:00 AM,FL,B5,33025,345,0,595,8.5,0.085,268000,263340.55
12,Source Verified,,Oct 30 Day,B,On-Time,34883,Current,Business & Commercial,Business Banking,13609352,10/8/2016 12:00:00 AM,FL,B5,33132,180,0,761,7.375,0.07375,36000,35053.86
12,Source Verified,,Oct 30 Day,B,On-Time,32231,Current,Business & Commercial,Business Banking,13289024,1/12/2019 12:00:00 AM,FL,B5,33559,360,0,685,9.125,0.09125,42800,42283.62
12,Source Verified,,Oct 30 Day,B,On-Time,2366,Current,Business & Commercial,Business Banking,13227418,11/29/2018 12:00:00 AM,FL,B5,32583,360,0,809,8.625,0.08625,29440,28899.02
12,Source Verified,,Oct 30 Day,B,On-Time,70311,Current,Business & Commercial,Business Banking,16631734,8/23/2016 12:00:00 AM,GA,B5,30315,360,0,619,8.7,0.087,320000,319247.78
12,Source Verified,,Oct 30 Day,B,On-Time,70316,Current,Business & Commercial,Business Banking,16671891,10/19/2016 12:00:00 AM,GA,B5,30052,600,0,641,7.75,0.0775,270760,269875.82
12,Source Verified,,Oct 30 Day,B,On-Time,68481,Current,Business & Commercial,Business Banking,7287522,9/22/2019 12:00:00 AM,GA,B5,30168,325,0,594,7.8,0.078,130500,127112.85
12,Source Verified,,Oct 30 Day,B,On-Time,68341,Current,Business & Commercial,Business Banking,7347093,5/11/2016 12:00:00 AM,GA,B5,30349,335,0,530,8.85,0.0885,227800,223430.17
12,Source Verified,,Oct 30 Day,B,On-Time,69365,Current,Business & Commercial,Business Banking,7326936,1/1/2016 12:00:00 AM,GA,B5,30045,349,0,770,8.55,0.0855,228960,226177.27
12,Source Verified,,Oct 30 Day,B,On-Time,69955,Current,Business & Commercial,Business Banking,8122901,4/6/2019 12:00:00 AM,GA,B5,30168,354,0,615,7.5,0.075,236000,233395.76
12,Source Verified,,Oct 30 Day,B,On-Time,35481,Current,Business & Commercial,Business Banking,13289698,2/21/2019 12:00:00 AM,GA,B5,30152,180,0,793,7.625,0.07625,39875,39293.96
12,Source Verified,,Oct 30 Day,B,On-Time,17138,Current,Business & Commercial,Business Banking,13296973,8/17/2019 12:00:00 AM,GA,B5,30316,360,0,781,8,0.08,33175,31409.58
12,Source Verified,,Oct 30 Day,B,On-Time,68950,Current,Business & Commercial,Business Banking,7411255,9/9/2016 12:00:00 AM,HI,B5,96744,471,0,593,8.46,0.0846,515000,512678.29
12,Source Verified,,Oct 30 Day,B,On-Time,68702,Current,Business & Commercial,Business Banking,7440874,4/28/2017 12:00:00 AM,ID,B5,83301,346,0,674,6.875,0.06875,96000,93814.64
12,Source Verified,,Oct 30 Day,B,On-Time,70909,Current,Business & Commercial,Business Banking,16672027,10/22/2016 12:00:00 AM,IL,B5,60107,360,0,604,8.1,0.081,128800,128484.29
12,Source Verified,,Oct 30 Day,B,On-Time,70287,Current,Business & Commercial,Business Banking,16632095,9/1/2016 12:00:00 AM,IL,B5,60548,600,0,637,7.9,0.079,238400,237591.07
12,Source Verified,,Oct 30 Day,B,On-Time,68306,Current,Business & Commercial,Business Banking,7449976,6/30/2019 12:00:00 AM,IL,B5,60430,334,0,602,7.75,0.0775,202500,197740.98
12,Source Verified,,Oct 30 Day,B,On-Time,1767,Current,Business & Commercial,Business Banking,13299176,3/17/2016 12:00:00 AM,IL,B5,60652,360,0,620,11.5,0.115,44800,44292.92
12,Source Verified,,Oct 30 Day,B,On-Time,32559,Current,Business & Commercial,Business Banking,13297638,1/28/2016 12:00:00 AM,IL,B5,60193,360,0,776,8.75,0.0875,45000,44230.37
12,Source Verified,,Oct 30 Day,B,On-Time,70390,Current,Business & Commercial,Business Banking,16632916,9/3/2016 12:00:00 AM,IN,B5,46151,360,0,639,8.115,0.08115,88000,87155.85
12,Source Verified,,Oct 30 Day,B,On-Time,68189,Current,Business & Commercial,Business Banking,16160280,5/21/2016 12:00:00 AM,KS,B5,67428,360,0,639,7.625,0.07625,80000,
12,Source Verified,,Oct 30 Day,B,On-Time,70669,Current,Business & Commercial,Business Banking,16640820,9/4/2016 12:00:00 AM,KY,B5,40356,360,0,634,8.739,0.08739,147520,146176.7
12,Source Verified,,Oct 30 Day,B,On-Time,68299,Current,Business & Commercial,Business Banking,7451059,7/24/2019 12:00:00 AM,KY,B5,40342,335,0,603,9.25,0.0925,130000,127714.9
12,Source Verified,,Oct 30 Day,B,On-Time,68022,Current,Business & Commercial,Business Banking,16170288,6/2/2016 12:00:00 AM,LA,B5,71111,360,0,585,7.23,0.0723,136800,
12,Source Verified,,Oct 30 Day,B,On-Time,69822,Current,Business & Commercial,Business Banking,8177504,7/5/2016 12:00:00 AM,LA,B5,70615,174,0,508,6.5,0.065,103174,98244.17
12,Source Verified,,Oct 30 Day,B,On-Time,68983,Current,Business & Commercial,Business Banking,7597931,9/30/2019 12:00:00 AM,LA,B5,71220,350,0,500,12.18,0.1218,52000,51719.14
12,Source Verified,,Oct 30 Day,B,On-Time,69821,Current,Business & Commercial,Business Banking,8177634,7/13/2016 12:00:00 AM,LA,B5,71023,350,0,590,6,0.06,96323,94521.54
12,Source Verified,,Oct 30 Day,B,On-Time,68956,Current,Business & Commercial,Business Banking,7452067,9/8/2019 12:00:00 AM,LA,B5,71220,351,0,575,10.78,0.1078,60600,60185.64
12,Source Verified,,Oct 30 Day,B,On-Time,24347,Current,Business & Commercial,Business Banking,13307734,4/22/2016 12:00:00 AM,MD,B5,21613,180,0,675,9.875,0.09875,81950,81011.12
12,Source Verified,,Oct 30 Day,B,On-Time,5836,Current,Business & Commercial,Business Banking,13617078,4/20/2017 12:00:00 AM,MD,B5,20732,360,0,707,7.375,0.07375,56250,55097.32
12,Source Verified,,Oct 30 Day,B,On-Time,68585,Current,Business & Commercial,Business Banking,7641851,10/1/2019 12:00:00 AM,MI,B5,48342,337,0,587,10.375,0.10375,124000,122403.6
12,Source Verified,,Oct 30 Day,B,On-Time,68920,Current,Business & Commercial,Business Banking,7647921,5/21/2016 12:00:00 AM,MI,B5,48322,344,0,614,9.93,0.0993,115000,113635.12
12,Source Verified,,Oct 30 Day,B,On-Time,15027,Current,Business & Commercial,Business Banking,13317751,6/8/2016 12:00:00 AM,MI,B5,48073,360,0,643,11,0.11,42600,42550
12,Source Verified,,Oct 30 Day,B,On-Time,24520,Current,Business & Commercial,Business Banking,13318968,8/23/2016 12:00:00 AM,MN,B5,55109,180,0,684,11.7,0.117,46380,45806.26
12,Source Verified,,Oct 30 Day,B,On-Time,38499,Current,Business & Commercial,Business Banking,13609726,10/10/2016 12:00:00 AM,MN,B5,55405,360,0,730,8,0.08,46580,45919.42
12,Source Verified,,Oct 30 Day,B,On-Time,74,Current,Business & Commercial,Business Banking,17743981,10/15/2018 12:00:00 AM,MO,B5,64134,120,0,574,12.99,0.1299,6300,4221.07
12,Source Verified,,Oct 30 Day,B,On-Time,70723,Current,Business & Commercial,Business Banking,16641523,9/5/2016 12:00:00 AM,MO,B5,63137,360,0,554,9.5,0.095,106250,104438.59
12,Source Verified,,Oct 30 Day,B,On-Time,70864,Current,Business & Commercial,Business Banking,16650636,9/18/2016 12:00:00 AM,MO,B5,63640,360,0,601,9.1,0.091,75200,74954.03
12,Source Verified,,Oct 30 Day,B,On-Time,69960,Current,Business & Commercial,Business Banking,8127057,4/8/2019 12:00:00 AM,MO,B5,63031,353,0,521,8.125,0.08125,266300,263559.5
12,Source Verified,,Oct 30 Day,B,On-Time,39746,Current,Business & Commercial,Business Banking,13319611,9/7/2016 12:00:00 AM,MO,B5,63021,180,0,803,7.875,0.07875,40000,39459.28
12,Source Verified,,Oct 30 Day,B,On-Time,68230,Current,Business & Commercial,Business Banking,16180313,6/4/2016 12:00:00 AM,MS,B5,39212,360,0,593,7.87,0.0787,76720,
12,Source Verified,,Oct 30 Day,B,On-Time,68618,Current,Business & Commercial,Business Banking,7659124,6/2/2016 12:00:00 AM,NC,B5,27406,344,0,569,9.99,0.0999,60300,59592.81
12,Source Verified,,Oct 30 Day,B,On-Time,22625,Current,Business & Commercial,Business Banking,13319645,9/9/2016 12:00:00 AM,NC,B5,27106,360,0,747,10.375,0.10375,27150,26909.1
12,Source Verified,,Oct 30 Day,B,On-Time,68331,Current,Business & Commercial,Business Banking,7661961,7/21/2016 12:00:00 AM,NJ,B5,80810,337,0,596,7.6,0.076,175600,171585.42
12,Source Verified,,Oct 30 Day,B,On-Time,68774,Current,Business & Commercial,Business Banking,8082218,9/30/2016 12:00:00 AM,NJ,B5,70930,345,0,713,9.425,0.09425,503500,497184.48
12,Source Verified,,Oct 30 Day,B,On-Time,40036,Current,Business & Commercial,Business Banking,13617210,4/23/2017 12:00:00 AM,NJ,B5,74190,180,0,731,7.125,0.07125,56950,55985.75
12,Source Verified,,Oct 30 Day,B,On-Time,7328,Current,Business & Commercial,Business Banking,13329875,9/11/2016 12:00:00 AM,NJ,B5,78430,180,0,755,8.35,0.0835,31500,30893.82
12,Source Verified,,Oct 30 Day,B,On-Time,42094,Current,Business & Commercial,Business Banking,13337423,9/13/2016 12:00:00 AM,NJ,B5,88070,360,0,771,8.25,0.0825,118250,116895.18
12,Source Verified,,Oct 30 Day,B,On-Time,68561,Current,Business & Commercial,Business Banking,7671762,8/14/2016 12:00:00 AM,NV,B5,89110,466,0,647,7.575,0.07575,199900,198377.9
12,Source Verified,,Oct 30 Day,B,On-Time,70655,Current,Business & Commercial,Business Banking,16671637,10/12/2016 12:00:00 AM,NY,B5,11432,360,0,632,7.99,0.0799,368000,369003.31
12,Source Verified,,Oct 30 Day,B,On-Time,68011,Current,Business & Commercial,Business Banking,16190031,6/8/2016 12:00:00 AM,NY,B5,11372,360,0,671,7.45,0.0745,451200,
12,Source Verified,,Oct 30 Day,B,On-Time,132,Current,Business & Commercial,Business Banking,17752610,10/20/2018 12:00:00 AM,NY,B5,11772,360,0,689,7.6,0.076,312000,305405.26
12,Source Verified,,Oct 30 Day,B,On-Time,53,Current,Business & Commercial,Business Banking,17753613,10/31/2018 12:00:00 AM,NY,B5,11233,480,0,709,8.1,0.081,544000,540770.15
12,Source Verified,,Oct 30 Day,B,On-Time,68867,Current,Business & Commercial,Business Banking,7747747,8/17/2016 12:00:00 AM,NY,B5,11550,347,0,606,11.95,0.1195,77000,76482.49
12,Source Verified,,Oct 30 Day,B,On-Time,69136,Current,Business & Commercial,Business Banking,8090560,10/3/2018 12:00:00 AM,NY,B5,11221,347,0,735,7.55,0.0755,512000,511999.79
12,Source Verified,,Oct 30 Day,B,On-Time,68921,Current,Business & Commercial,Business Banking,7832185,10/10/2016 12:00:00 AM,NY,B5,11772,465,0,728,7.215,0.07215,300000,297354.92
12,Source Verified,,Oct 30 Day,B,On-Time,15921,Current,Business & Commercial,Business Banking,13616803,1/7/2017 12:00:00 AM,NY,B5,11215,360,0,732,9.25,0.0925,49500,48856.77
12,Source Verified,,Oct 30 Day,B,On-Time,70902,Current,Business & Commercial,Business Banking,16651717,9/26/2016 12:00:00 AM,OH,B5,43081,360,0,669,9.25,0.0925,192000,191600.46
12,Source Verified,,Oct 30 Day,B,On-Time,69366,Current,Business & Commercial,Business Banking,7846893,1/25/2017 12:00:00 AM,OH,B5,44502,349,0,534,9.125,0.09125,50150,49601.43
12,Source Verified,,Oct 30 Day,B,On-Time,70063,Current,Business & Commercial,Business Banking,7841608,1/6/2017 12:00:00 AM,OH,B5,44111,467,0,601,9.625,0.09625,99720,99317.55
12,Source Verified,,Oct 30 Day,B,On-Time,21327,Current,Business & Commercial,Business Banking,13340254,3/23/2017 12:00:00 AM,OH,B5,44632,360,0,704,9,0.09,30000,28544.54
12,Source Verified,,Oct 30 Day,B,On-Time,68263,Current,Business & Commercial,Business Banking,16230351,8/23/2016 12:00:00 AM,OR,B5,97447,360,0,618,8.52,0.0852,267840,
12,Source Verified,,Oct 30 Day,B,On-Time,70713,Current,Business & Commercial,Business Banking,16652096,9/27/2016 12:00:00 AM,OR,B5,97266,480,0,570,8.875,0.08875,178742,178289.55
12,Source Verified,,Oct 30 Day,B,On-Time,2433,Current,Business & Commercial,Business Banking,13348527,7/17/2019 12:00:00 AM,OR,B5,97222,360,0,691,9.5,0.095,29500,23762.27
12,Source Verified,,Oct 30 Day,B,On-Time,68021,Current,Business & Commercial,Business Banking,16220230,6/9/2016 12:00:00 AM,PA,B5,17109,360,0,523,7.85,0.0785,127500,
12,Source Verified,,Oct 30 Day,B,On-Time,70899,Current,Business & Commercial,Business Banking,16652404,10/1/2016 12:00:00 AM,PA,B5,15227,360,0,616,9.8,0.098,85000,84677.02
12,Source Verified,,Oct 30 Day,B,On-Time,70252,Current,Business & Commercial,Business Banking,16653000,10/3/2016 12:00:00 AM,PA,B5,18105,360,0,655,9.35,0.0935,184800,181515.08
12,Source Verified,,Oct 30 Day,B,On-Time,69947,Current,Business & Commercial,Business Banking,7850043,2/14/2017 12:00:00 AM,PA,B5,15215,354,0,666,6.5,0.065,139000,137074.61
12,Source Verified,,Oct 30 Day,B,On-Time,7878,Current,Business & Commercial,Business Banking,13349797,5/8/2016 12:00:00 AM,PA,B5,15090,180,0,759,8.75,0.0875,39000,38303.75
12,Source Verified,,Oct 30 Day,B,On-Time,27878,Current,Business & Commercial,Business Banking,13357033,1/26/2016 12:00:00 AM,PA,B5,17740,300,0,700,9.65,0.0965,17580,17430
12,Source Verified,,Oct 30 Day,B,On-Time,33805,Current,Business & Commercial,Business Banking,13616816,2/1/2017 12:00:00 AM,PA,B5,19123,360,0,685,9,0.09,51600,50759.81
12,Source Verified,,Oct 30 Day,B,On-Time,14347,Current,Business & Commercial,Business Banking,13637697,7/3/2019 12:00:00 AM,PA,B5,18018,360,0,778,8.875,0.08875,28600,27924.9
12,Source Verified,,Oct 30 Day,B,On-Time,69988,Current,Business & Commercial,Business Banking,7863067,9/30/2017 12:00:00 AM,SC,B5,29212,345,0,643,8.75,0.0875,96000,94622.19
12,Source Verified,,Oct 30 Day,B,On-Time,70009,Current,Business & Commercial,Business Banking,7858198,3/2/2017 12:00:00 AM,SC,B5,29150,349,0,565,10.8,0.108,79200,78591.7
12,Source Verified,,Oct 30 Day,B,On-Time,68308,Current,Business & Commercial,Business Banking,8017389,12/20/2017 12:00:00 AM,TN,B5,37138,1,0,621,6.88,0.0688,100800,100079.06
12,Source Verified,,Oct 30 Day,B,On-Time,68228,Current,Business & Commercial,Business Banking,16230295,8/20/2016 12:00:00 AM,TX,B5,75762,360,0,550,10.55,0.1055,136800,
12,Source Verified,,Oct 30 Day,B,On-Time,68028,Current,Business & Commercial,Business Banking,16230241,6/12/2016 12:00:00 AM,TX,B5,77459,360,0,560,9.75,0.0975,207744,
12,Source Verified,,Oct 30 Day,B,On-Time,68781,Current,Business & Commercial,Business Banking,8228662,7/29/2016 12:00:00 AM,TX,B5,77042,345,0,717,8.225,0.08225,280000,275545.72
12,Source Verified,,Oct 30 Day,B,On-Time,69825,Current,Business & Commercial,Business Banking,8074649,5/3/2016 12:00:00 AM,TX,B5,78251,354,0,561,7.5,0.075,103377,102085.38
12,Source Verified,,Oct 30 Day,B,On-Time,69952,Current,Business & Commercial,Business Banking,8017446,4/3/2016 12:00:00 AM,TX,B5,75161,354,0,668,8.375,0.08375,170000,168451.73
12,Source Verified,,Oct 30 Day,B,On-Time,69829,Current,Business & Commercial,Business Banking,8219745,7/27/2016 12:00:00 AM,TX,B5,77511,355,0,582,5.875,0.05875,114187,112628.27
12,Source Verified,,Oct 30 Day,B,On-Time,35597,Current,Business & Commercial,Business Banking,13367618,3/30/2016 12:00:00 AM,TX,B5,75707,240,0,741,6.875,0.06875,33875,32553.7
12,Source Verified,,Oct 30 Day,B,On-Time,5778,Current,Business & Commercial,Business Banking,13618075,6/8/2017 12:00:00 AM,TX,B5,75154,360,0,699,7.375,0.07375,40050,37623.33
12,Source Verified,,Oct 30 Day,B,On-Time,40593,Current,Business & Commercial,Business Banking,13628129,8/15/2017 12:00:00 AM,TX,B5,77386,360,0,736,7.625,0.07625,26250,24313.42
12,Source Verified,,Oct 30 Day,B,On-Time,69990,Current,Business & Commercial,Business Banking,8079202,9/4/2016 12:00:00 AM,UT,B5,84095,346,0,673,7.25,0.0725,216000,212048.08
12,Source Verified,,Oct 30 Day,B,On-Time,26381,Current,Business & Commercial,Business Banking,13378648,5/14/2016 12:00:00 AM,UT,B5,84015,180,0,748,8,0.08,35800,35190.15
12,Source Verified,,Oct 30 Day,B,On-Time,33729,Current,Business & Commercial,Business Banking,13616950,4/15/2017 12:00:00 AM,UT,B5,84065,360,0,666,9.5,0.095,34700,34172.03
12,Source Verified,,Oct 30 Day,B,On-Time,39412,Current,Business & Commercial,Business Banking,13376806,12/27/2016 12:00:00 AM,UT,B5,84121,360,0,768,7.75,0.0775,350000,345009.75
12,Source Verified,,Oct 30 Day,B,On-Time,24141,Current,Business & Commercial,Business Banking,13629370,5/15/2019 12:00:00 AM,VA,B5,20176,180,0,661,10,0.1,69000,68155.59
12,Source Verified,,Oct 30 Day,B,On-Time,24895,Current,Business & Commercial,Business Banking,13386831,3/11/2017 12:00:00 AM,VA,B5,22603,300,0,622,13.125,0.13125,28700,28650
12,Source Verified,,Oct 30 Day,B,On-Time,38451,Current,Business & Commercial,Business Banking,13389444,7/22/2017 12:00:00 AM,VA,B5,23322,360,0,694,8.625,0.08625,98750,97378.67
12,Source Verified,,Oct 30 Day,B,On-Time,19180,Current,Business & Commercial,Business Banking,13378767,2/24/2017 12:00:00 AM,VA,B5,22150,360,0,701,10,0.1,109000,107758.2
12,Source Verified,,Oct 30 Day,B,On-Time,31225,Current,Business & Commercial,Business Banking,13639949,7/7/2019 12:00:00 AM,VA,B5,22153,360,0,746,8.875,0.08875,73000,72121.38
12,Source Verified,,Oct 30 Day,B,On-Time,1752,Current,Business & Commercial,Business Banking,13379366,3/1/2017 12:00:00 AM,VA,B5,22306,360,0,750,7.5,0.075,250000,244286.33
12,Source Verified,,Oct 30 Day,B,On-Time,21751,Current,Business & Commercial,Business Banking,13630086,6/10/2019 12:00:00 AM,WA,B5,98001,360,0,683,9.625,0.09625,79076,78165.72
12,Source Verified,,Oct 30 Day,B,On-Time,11584,Current,Business & Commercial,Business Banking,13597310,1/6/2016 12:00:00 AM,WA,B5,98902,360,0,692,7.5,0.075,25300,24770.49
12,Source Verified,,Oct 30 Day,B,On-Time,35308,Current,Business & Commercial,Business Banking,13566761,1/1/2016 12:00:00 AM,WA,B5,98258,360,0,703,7.5,0.075,39600,39504.73
12,Source Verified,,Oct 30 Day,B,On-Time,33749,Current,Business & Commercial,Business Banking,13477769,3/18/2019 12:00:00 AM,WA,B5,98155,360,0,723,7.625,0.07625,71700,70364.27
450,Source Verified,,Oct 30 Day,B,On-Time,14396,Current,Commercial real estate,Business Banking,13640740,10/1/2019 12:00:00 AM,AR,B5,72023,360,0,780,7,0.07,10000,7095.97
450,Source Verified,,Oct 30 Day,B,On-Time,13780,Current,Commercial real estate,Business Banking,5817801,5/14/2016 12:00:00 AM,AR,B5,72719,360,0,734,7.75,0.0775,42000,41267.56
450,Source Verified,,Oct 30 Day,B,On-Time,69819,Current,Commercial real estate,Business Banking,12609068,6/2/2016 12:00:00 AM,AZ,B5,86001,355,0,636,5.875,0.05875,161588,159180.41
450,Source Verified,,Oct 30 Day,B,On-Time,40970,Current,Commercial real estate,Business Banking,13647748,1/2/2016 12:00:00 AM,AZ,B5,85742,360,0,749,7.875,0.07875,42750,41833.61
450,Source Verified,,Oct 30 Day,B,On-Time,26280,Current,Commercial real estate,Business Banking,11067606,3/12/2018 12:00:00 AM,AZ,B5,85054,180,0,701,9.375,0.09375,41207,40580.18
450,Source Verified,,Oct 30 Day,B,On-Time,37752,Current,Commercial real estate,Business Banking,5787996,1/16/2016 12:00:00 AM,AZ,B5,85381,360,0,796,8,0.08,26228,25872.64
450,Source Verified,,Oct 30 Day,B,On-Time,68191,Current,Commercial real estate,Business Banking,16240111,8/24/2016 12:00:00 AM,CA,B5,95831,600,0,442,7.375,0.07375,328000,
450,Source Verified,,Oct 30 Day,B,On-Time,68244,Current,Commercial real estate,Business Banking,16260256,5/8/2018 12:00:00 AM,CA,B5,95133,600,0,600,7.945,0.07945,518400,
450,Source Verified,,Oct 30 Day,B,On-Time,70810,Current,Commercial real estate,Business Banking,16681452,11/5/2016 12:00:00 AM,CA,B5,93701,600,0,656,7.875,0.07875,168000,167817.91
450,Source Verified,,Oct 30 Day,B,On-Time,70301,Current,Commercial real estate,Business Banking,16672784,10/29/2016 12:00:00 AM,CA,B5,92308,600,0,666,8.55,0.0855,216000,215624.59
450,Source Verified,,Oct 30 Day,B,On-Time,70291,Current,Commercial real estate,Business Banking,16672504,10/26/2016 12:00:00 AM,CA,B5,92394,600,0,673,7.35,0.0735,279200,278738.63
450,Source Verified,,Oct 30 Day,B,On-Time,69299,Current,Commercial real estate,Business Banking,8430146,9/26/2016 12:00:00 AM,CA,B5,91340,344,0,744,7.35,0.0735,284800,283875.02
450,Source Verified,,Oct 30 Day,B,On-Time,68878,Current,Commercial real estate,Business Banking,8338890,8/4/2016 12:00:00 AM,CA,B5,95757,347,0,609,11.6,0.116,80000,79420.62
450,Source Verified,,Oct 30 Day,B,On-Time,69539,Current,Commercial real estate,Business Banking,8341852,8/29/2016 12:00:00 AM,CA,B5,95843,459,0,0,6.9,0.069,284000,279046.3
450,Source Verified,,Oct 30 Day,B,On-Time,68761,Current,Commercial real estate,Business Banking,8428869,9/24/2016 12:00:00 AM,CA,B5,90280,464,0,625,7.99,0.0799,304000,301735.29
450,Source Verified,,Oct 30 Day,B,On-Time,68682,Current,Commercial real estate,Business Banking,8408063,9/19/2016 12:00:00 AM,CA,B5,91016,469,0,628,7.7,0.077,400000,397484.08
450,Source Verified,,Oct 30 Day,B,On-Time,26352,Current,Commercial real estate,Business Banking,13677295,7/17/2016 12:00:00 AM,CA,B5,95624,180,0,673,9.5,0.095,35500,35046.04
450,Source Verified,,Oct 30 Day,B,On-Time,9161,Current,Commercial real estate,Business Banking,13650863,1/27/2016 12:00:00 AM,CA,B5,90650,180,0,717,9.775,0.09775,73800,72770.1
450,Source Verified,,Oct 30 Day,B,On-Time,9463,Current,Commercial real estate,Business Banking,13657142,2/3/2016 12:00:00 AM,CA,B5,92008,180,0,752,9.25,0.0925,41500,40421.25
450,Source Verified,,Oct 30 Day,B,On-Time,27048,Current,Commercial real estate,Business Banking,13659895,5/22/2016 12:00:00 AM,CA,B5,93277,180,0,766,8.75,0.0875,47200,46522.74
450,Source Verified,,Oct 30 Day,B,On-Time,68395,Current,Commercial real estate,Business Banking,12020854,11/1/2016 12:00:00 AM,CA,B5,92101,308,0,565,10.625,0.10625,390000,373230.64
450,Source Verified,,Oct 30 Day,B,On-Time,3909,Current,Commercial real estate,Business Banking,13658648,4/14/2016 12:00:00 AM,CA,B5,92557,360,0,633,11.875,0.11875,79000,78098.29
450,Source Verified,,Oct 30 Day,B,On-Time,3632,Current,Commercial real estate,Business Banking,13677044,6/24/2016 12:00:00 AM,CA,B5,95124,360,0,677,10.5,0.105,83900,83884.13
450,Source Verified,,Oct 30 Day,B,On-Time,39379,Current,Commercial real estate,Business Banking,13659444,5/21/2016 12:00:00 AM,CA,B5,92677,360,0,680,7.75,0.0775,195000,189084.06
450,Source Verified,,Oct 30 Day,B,On-Time,21733,Current,Commercial real estate,Business Banking,13648815,1/11/2016 12:00:00 AM,CA,B5,90059,360,0,688,6.75,0.0675,88000,91373.17
450,Source Verified,,Oct 30 Day,B,On-Time,3011,Current,Commercial real estate,Business Banking,13677026,6/8/2016 12:00:00 AM,CA,B5,94080,360,0,694,7.25,0.0725,142000,141872.06
450,Source Verified,,Oct 30 Day,B,On-Time,38231,Current,Commercial real estate,Business Banking,13650235,1/23/2016 12:00:00 AM,CA,B5,90066,360,0,729,8,0.08,152000,149649.73
450,Source Verified,,Oct 30 Day,B,On-Time,18385,Current,Commercial real estate,Business Banking,13648911,1/19/2016 12:00:00 AM,CA,B5,90006,360,0,730,8,0.08,36000,35401.6
450,Source Verified,,Oct 30 Day,B,On-Time,39473,Current,Commercial real estate,Business Banking,13666962,5/23/2016 12:00:00 AM,CA,B5,94061,360,0,770,8,0.08,20000,19608.16
450,Source Verified,,Oct 30 Day,B,On-Time,25368,Current,Commercial real estate,Business Banking,11069184,5/20/2018 12:00:00 AM,CA,B5,92130,180,0,666,7.15,0.0715,63500,61108.18
450,Source Verified,,Oct 30 Day,B,On-Time,38619,Current,Commercial real estate,Business Banking,11097023,6/6/2018 12:00:00 AM,CA,B5,92691,360,0,691,8.375,0.08375,65500,64653.97
450,Source Verified,,Oct 30 Day,B,On-Time,1165,Current,Commercial real estate,Business Banking,11069120,4/25/2018 12:00:00 AM,CA,B5,92078,360,0,782,9.5,0.095,85000,82884.25
450,Source Verified,,Oct 30 Day,B,On-Time,68350,Current,Commercial real estate,Business Banking,8448229,12/27/2016 12:00:00 AM,CO,B5,80915,341,0,610,9.25,0.0925,188936,188802.09
450,Source Verified,,Oct 30 Day,B,On-Time,68574,Current,Commercial real estate,Business Banking,8446800,12/7/2016 12:00:00 AM,CO,B5,80603,347,0,641,12.1,0.121,57000,56629.02
450,Source Verified,,Oct 30 Day,B,On-Time,69549,Current,Commercial real estate,Business Banking,8461376,1/13/2017 12:00:00 AM,CO,B5,80010,461,0,533,10.3,0.103,96900,96174.04
450,Source Verified,,Oct 30 Day,B,On-Time,8680,Current,Commercial real estate,Business Banking,13679481,8/14/2016 12:00:00 AM,CO,B5,80314,180,0,674,9.375,0.09375,66000,64928.52
450,Source Verified,,Oct 30 Day,B,On-Time,19709,Current,Commercial real estate,Business Banking,13679485,8/16/2016 12:00:00 AM,CO,B5,80440,360,0,663,10.75,0.1075,20200,18543.39
450,Source Verified,,Oct 30 Day,B,On-Time,31764,Current,Commercial real estate,Business Banking,13678674,7/28/2016 12:00:00 AM,CO,B5,80205,360,0,686,8.875,0.08875,45400,44007.62
450,Source Verified,,Oct 30 Day,B,On-Time,34717,Current,Commercial real estate,Business Banking,6037972,2/19/2017 12:00:00 AM,CO,B5,80516,360,0,699,9,0.09,51600,51026.66
450,Source Verified,,Oct 30 Day,B,On-Time,70666,Current,Commercial real estate,Business Banking,16681700,11/14/2016 12:00:00 AM,CT,B5,6489,360,0,686,7.9,0.079,226600,220681.32
450,Source Verified,,Oct 30 Day,B,On-Time,70279,Current,Commercial real estate,Business Banking,16682001,11/23/2016 12:00:00 AM,FL,B5,32208,360,0,588,8.48,0.0848,335200,329645.78
450,Source Verified,,Oct 30 Day,B,On-Time,68216,Current,Commercial real estate,Business Banking,16592364,6/13/2016 12:00:00 AM,FL,B5,33498,480,0,633,8.65,0.0865,455200,
450,Source Verified,,Oct 30 Day,B,On-Time,68259,Current,Commercial real estate,Business Banking,16580854,5/20/2016 12:00:00 AM,FL,B5,33618,600,0,611,9.24,0.0924,183920,
450,Source Verified,,Oct 30 Day,B,On-Time,68500,Current,Commercial real estate,Business Banking,8540364,1/22/2017 12:00:00 AM,FL,B5,33404,255,0,561,11.375,0.11375,64000,60169.42
